match_status,jwst_match_id,nearest_jwst_id,raw_separation_arcsec,corrected_separation_arcsec,raw_delta_ra_arcsec,raw_delta_dec_arcsec,corrected_delta_ra_arcsec,corrected_delta_dec_arcsec,hst_ra_corrected_deg,hst_dec_corrected_deg,estimated_offset_ra_arcsec,estimated_offset_dec_arcsec,match_radius_arcsec,hst_Webpage,hst_cluster,hst_ID,hst_z,hst_bright_mag,hst_bright_magerr,hst_stellarity,hst_ra,hst_dec,hst_zbpz,hst_zbmin,hst_zbmax,hst_zb>4.5,hst_zez,hst_zezmin,hst_zezmax,hst_zez>4.5,hst_x,hst_y,hst_fwhm,hst_area,hst_B435,hst_eB435,hst_V606,hst_eV606,hst_I814,hst_eI814,hst_Y105,hst_eY105,hst_J125,hst_eJ125,hst_JH140,hst_eJH140,hst_H160,hst_eH160,jwst_id,jwst_ra,jwst_dec,jwst_f090w_tot_1,jwst_f090w_etot_1,jwst_f115w_tot_1,jwst_f115w_etot_1,jwst_f150w_tot_1,jwst_f150w_etot_1,jwst_f200w_tot_1,jwst_f200w_etot_1,jwst_f210m_tot_1,jwst_f210m_etot_1,jwst_f277w_tot_1,jwst_f277w_etot_1,jwst_f300m_tot_1,jwst_f300m_etot_1,jwst_f356w_tot_1,jwst_f356w_etot_1,jwst_f410m_tot_1,jwst_f410m_etot_1,jwst_f444w_tot_1,jwst_f444w_etot_1,jwst_f606w_tot_1,jwst_f606w_etot_1,jwst_f814w_tot_1,jwst_f814w_etot_1,jwst_f090w_tot_2,jwst_f090w_etot_2,jwst_f115w_tot_2,jwst_f115w_etot_2,jwst_f150w_tot_2,jwst_f150w_etot_2,jwst_f200w_tot_2,jwst_f200w_etot_2,jwst_f210m_tot_2,jwst_f210m_etot_2,jwst_f277w_tot_2,jwst_f277w_etot_2,jwst_f300m_tot_2,jwst_f300m_etot_2,jwst_f356w_tot_2,jwst_f356w_etot_2,jwst_f410m_tot_2,jwst_f410m_etot_2,jwst_f444w_tot_2,jwst_f444w_etot_2,jwst_f606w_tot_2,jwst_f606w_etot_2,jwst_f814w_tot_2,jwst_f814w_etot_2,jwst_f090w_tot_3,jwst_f090w_etot_3,jwst_f115w_tot_3,jwst_f115w_etot_3,jwst_f150w_tot_3,jwst_f150w_etot_3,jwst_f200w_tot_3,jwst_f200w_etot_3,jwst_f210m_tot_3,jwst_f210m_etot_3,jwst_f277w_tot_3,jwst_f277w_etot_3,jwst_f300m_tot_3,jwst_f300m_etot_3,jwst_f356w_tot_3,jwst_f356w_etot_3,jwst_f410m_tot_3,jwst_f410m_etot_3,jwst_f444w_tot_3,jwst_f444w_etot_3,jwst_flag_bcg,jwst_flag_star,jwst_nusefilt,jwst_z_ml,jwst_z_ml_chi2,jwst_z_ml_risk,jwst_lc_min,jwst_lc_max,jwst_z_phot,jwst_z_phot_chi2,jwst_z_phot_risk,jwst_z_min_risk,jwst_min_risk,jwst_z_raw_chi2,jwst_raw_chi2,jwst_z025,jwst_z160,jwst_z500,jwst_z840,jwst_z975,jwst_Separation
matched,1600,1600,0.537061,0.003831,0.537055,0.002395,0.000592,0.003785,289.2614604679,-33.5316289860,0.536463,-0.001390,0.20,https://relics.stsci.edu/HST/plckg004-19/final_processing/catalogs/IR_detection/PhotoZ/html/2057.html,plckg004-19,2057,6.11,25.95,0.051,0.95,289.2612817,-33.5316286,6.05,5.57,6.36,6.05,6.17,1.09,6.48,6.04,2952.575,2030.041,0.223,28,27.7237,0.3561,29.6498,1.0035,27.4179,0.2391,26.1029,0.1104,26.0154,0.1691,25.8149,0.1166,26.2389,0.1186,1600,289.26146066527525,-33.53162793471117,0.10001529679189453,0.006900574879784534,0.23699663014540454,0.008216645008776335,0.21196159620375432,0.008192208600673783,0.1867693989206712,0.006676928601676053,0.2047664269217951,0.007901362290935394,0.11176512730492216,0.005194617217801072,0.10143061566292859,0.00588240007450367,0.11916559308426757,0.004819940072895327,0.11725134414719471,0.006123571845494557,0.08069248293395886,0.0051844876480471305,0.005351725539752432,0.0077357177803242146,0.04918647887770854,0.010047989362319888,0.10549165282461487,0.007832713205580088,0.2572219741564453,0.009021048266352309,0.2235409404921826,0.009153013241770638,0.19966203810180497,0.007441678519554054,0.21692700805448573,0.008749622417994265,0.11876712301978087,0.005833026271120899,0.1103428787524829,0.0065567575239063825,0.1319970297419595,0.005430017007661179,0.12694266487798714,0.00703110186942855,0.08465545276939662,0.00611304352001747,0.00450084921049474,0.009207789880620099,0.05620529388329281,0.011986070296251417,0.10047429169167052,0.009208974529136105,0.25675936639296704,0.010479361176714157,0.21111629235601162,0.010647562727793288,0.19265410129371616,0.008653860512616511,0.20438006234620074,0.01008401008961257,0.11385437723579249,0.006861557566028613,0.10800431431539224,0.007704221876572751,0.13157935570874732,0.006347215382650799,0.126388258129471,0.008344032082187034,0.08500731456030783,0.00727582710181889,0,0,12,6.5783663,43.63722,0.004552057,5920.818879556313,44037.13906510422,6.5783663,43.63722,0.004552057,6.5379505,0.0054586157,6.613708,43.93783,6.418695,6.501637,6.574468,6.6426425,6.735349,0.0
matched,2512,2512,0.526756,0.048989,0.524483,-0.048891,-0.011980,-0.047501,289.2611384572,-33.5264856860,0.536463,-0.001390,0.20,https://relics.stsci.edu/HST/plckg004-19/final_processing/catalogs/IR_detection/PhotoZ/html/1709.html,plckg004-19,1709,6.05,25.98,0.071,0.97,289.2609597,-33.5264853,6.05,0.85,6.47,6.05,1.31,0.94,6.51,5.90,2968.708,2338.639,0.215,27,29.2026,1.0308,28.9074,0.6583,27.6766,0.3083,26.2214,0.1295,25.8373,0.1504,25.9035,0.1328,25.8799,0.0903,2512,289.26113446522766,-33.526498880841196,0.08402194056696907,0.009134476287398382,0.25837830268294726,0.011167430372390128,0.23985853178846178,0.011299782381293264,0.23883374472023164,0.009410966048783182,0.2548163789053893,0.011206193691745896,0.16737824932216086,0.005539123677814379,0.1582827181569388,0.006132151512011683,0.19480631588195224,0.0053369717890670324,0.18812193582137227,0.006588071616379088,0.13263167943444723,0.005324598029812123,0.013848158785964812,0.008475401924159517,0.031133636065159294,0.010543624495111854,0.08603218524043225,0.010362686258166427,0.28045652790718184,0.01209998875492322,0.25434163712146873,0.012291142293131935,0.2541584981139755,0.01020897102565928,0.2715162048973992,0.011994366913032633,0.1822841727843509,0.00592146896843238,0.17057295505389028,0.006554124838353138,0.20728073694718108,0.005662084267278384,0.20385091683199832,0.007268613941642133,0.1389600538519235,0.005988156591820546,0.02421429604941304,0.009969749573100789,0.03351027069243096,0.012000797320537753,0.07893605614739624,0.012309055153964575,0.2830958318721467,0.014172238520907455,0.24933037738841407,0.01433827884906031,0.24819819450784023,0.011828941302568851,0.26528489949134365,0.013808697458923016,0.1847341942504563,0.0067873951816117125,0.1723364758675055,0.007538904423922317,0.20147238330667588,0.00639416468549481,0.20247670424610104,0.008397643613463483,0.13801873981332302,0.007041450219803374,0,0,12,6.773267,25.434042,0.0012910985,5920.818879556313,44037.13906510422,6.773267,25.434042,0.0012910985,6.767515,0.001282654,6.767515,25.344992,6.661232,6.7378035,6.7766333,6.8132086,6.8593597,0.0
unmatched,,2621,,10.858679,,,-9.740340,-4.799656,289.2944141533,-33.5245711860,0.536463,-0.001390,0.20,https://relics.stsci.edu/HST/plckg004-19/final_processing/catalogs/IR_detection/PhotoZ/html/1441.html,plckg004-19,1441,5.59,26.03,0.041,0.74,289.2942354,-33.5245708,5.51,5.04,5.97,5.51,5.67,4.70,6.18,5.61,1304.302,2453.393,0.193,41,99,28.6388,29.0935,0.7897,26.7798,0.1684,25.9397,0.1186,25.9743,0.1947,25.8537,0.1485,25.9559,0.1106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
matched,4039,4039,0.525274,0.037291,0.524002,-0.036537,-0.012461,-0.035147,289.2492390409,-33.5185686860,0.536463,-0.001390,0.20,https://relics.stsci.edu/HST/plckg004-19/final_processing/catalogs/IR_detection/PhotoZ/html/936.html,plckg004-19,936,6.39,26.15,0.042,0.96,289.2490603,-33.5185683,6.33,5.96,6.73,6.33,6.45,6.03,6.99,6.41,3563.983,2813.568,0.226,27,31.5372,2.8665,99,29.2101,27.939,0.3648,26.0432,0.1066,25.9584,0.1594,26.1071,0.1502,26.1513,0.1098,4039,289.24923488911287,-33.518578449209436,0.07300580341220453,0.006450027072799405,0.24306446626248066,0.0081203839905214,0.22009898753022616,0.007934093844090368,0.22874873491324535,0.0066386189159774464,0.25005479475267844,0.007757036679968744,0.13809279450160647,0.005148618589680578,0.14006927186239645,0.005721666480154865,0.1834359641499736,0.0051290743522163455,0.18497102999360793,0.006371324638016325,0.13136089385412514,0.005034151839197264,-7.9598974473334E-5,0.007565461635277288,0.030807945834484332,0.010340084608609286,0.07863899787869794,0.007391433010691434,0.26408934900161674,0.00881888080455088,0.2318599266163631,0.008635204748273877,0.2510261394512279,0.007232686988425316,0.2696619952547542,0.008346632661929613,0.1464575300292477,0.00559148927681766,0.15024182960263557,0.006193955173160831,0.19685781742428363,0.005470609181153481,0.19886006366014675,0.007081051945016397,0.14215922702860223,0.005762435978244451,-0.00404544742381916,0.008992753334877026,0.029023638596373236,0.01219652875734078,0.0765469456161738,0.008951838493814613,0.26888385543361404,0.010456064656658222,0.22659529421846003,0.010235836308311479,0.25761726553046765,0.008453064675516328,0.26877927458756856,0.009821181993584295,0.14628351111892163,0.006530143373622551,0.1491127475734233,0.0072629028433506704,0.1923580335500925,0.0063031764540394134,0.19760665760188578,0.008337202776466598,0.14160280027872585,0.006862924415424752,0,0,12,6.800245,40.389904,0.0013380075,5920.818879556313,44037.13906510422,6.800245,40.389904,0.0013380075,6.767515,0.0020963806,6.767515,40.94886,6.7301297,6.7676725,6.8028173,6.843956,6.8895044,0.0
matched,1262,1262,0.558758,0.024657,0.558625,-0.012199,0.022162,-0.010809,289.2675305721,-33.5336671860,0.536463,-0.001390,0.20,https://relics.stsci.edu/HST/plckg004-19/final_processing/catalogs/IR_detection/PhotoZ/html/2248.html,plckg004-19,2248,5.57,26.23,0.055,0.95,289.2673518,-33.5336668,5.48,0.76,5.93,5.47,5.67,0.81,6.16,5.52,2648.973,1907.768,0.211,22,31.8561,3.1435,29.0639,0.6792,27.0787,0.1728,26.2245,0.1164,26.3853,0.2156,26.0717,0.1379,26.1641,0.1053,1262,289.2675379573048,-33.533670188537926,0.13238407653993173,0.006711625402355953,0.21372868199420472,0.007678478310613772,0.21221010982000033,0.007992244000275086,0.18728449032977884,0.006721408324268061,0.18338855562791728,0.007390277384382149,0.10468222415110001,0.004971885152463895,0.10105798289553675,0.005356011436551192,0.10640745743771238,0.004490042044605758,0.08984019880781273,0.005947296772714898,0.07814871654278704,0.004745471946817775,-0.003733944156033156,0.007974520150340518,0.07511463684167595,0.00996562158299215,0.1462611285047358,0.007674485738458029,0.23346041609816845,0.008588304529310446,0.23321096999570295,0.008925565869220229,0.2027038683230785,0.007387312610741739,0.20255235744512248,0.008314328150386659,0.11042731720380315,0.0055984082958694436,0.1090283737747301,0.006033034431674232,0.11640254592654795,0.005092483027787528,0.09918140431925329,0.006802896010033194,0.0842044000382013,0.005592998986617556,-0.005901026670234362,0.009383180409588718,0.07951753540306629,0.011846601322442278,0.15423165257658403,0.009330592907075322,0.23571729127872532,0.010347219564095136,0.2376240536856223,0.010671992806439528,0.20474557471513585,0.008826989087400977,0.20891357648648023,0.009967964345994867,0.10583300353021478,0.00672787513508137,0.10947774933903073,0.00725648365929678,0.11720821827163526,0.006077146476886009,0.10114747905003597,0.008189189048424755,0.08713922197800582,0.006850121332934161,0,0,12,6.2014,36.213737,0.008306356,5920.818879556313,44037.13906510422,6.2014,36.213737,0.008306356,6.1703205,0.009178932,6.1703205,36.318768,6.0023136,6.108566,6.2066865,6.30465,6.395007,0.0
matched,5665,5665,0.536034,0.011880,0.535871,-0.013255,-0.000592,-0.011865,289.2618019179,-33.5074494860,0.536463,-0.001390,0.20,https://relics.stsci.edu/HST/plckg004-19/final_processing/catalogs/IR_detection/PhotoZ/html/191.html,plckg004-19,191,5.51,26.26,0.076,0.90,289.2616232,-33.5074491,5.51,4.37,5.73,5.50,0.93,0.83,5.94,4.59,2935.612,3480.810,0.238,23,29.8188,1.3835,28.1981,0.3532,26.8153,0.1379,26.1413,0.1066,26.4321,0.2253,26.4994,0.1913,26.4713,0.1337,5665,289.2618017205275,-33.507452781829215,0.12993571125523548,0.008395534211218456,0.1811298511715407,0.009596154733652143,0.19474580836798178,0.009544456323579963,0.180074184153419,0.007707098940058151,0.1707993221678523,0.00960824992149574,0.11252832929741736,0.0086052241986307,0.09679257316002751,0.00885335337861398,0.07179370019930499,0.007330840226752336,0.06546213308280908,0.009626166256495487,0.04797873849304959,0.00820534397455646,0.03881992644821853,0.010735176406477958,0.11101298817286363,0.013669199854072264,0.1399618250452564,0.009522702706490955,0.19234369607617144,0.010694998731000367,0.21294715216096147,0.010796470785377883,0.19365168031975294,0.008637739061726756,0.18315716793913397,0.010469107855715786,0.12641032723337434,0.00940772964022316,0.10142234706362906,0.00994013783331448,0.07800526578546672,0.008302761090531019,0.07035002833437567,0.011191204520800349,0.04578175736915526,0.009584454087873139,0.04275007151493686,0.012602618388893202,0.11020812104531695,0.01591487373895994,0.129955336984283,0.01094714316294453,0.18346592965946057,0.012236526330190074,0.20733612304911006,0.012360504214511367,0.18509102763699936,0.0098032494732595,0.17271399802734452,0.011828925110732256,0.12665110520316952,0.010673443958427986,0.09437570447954291,0.011249456933345064,0.0783990944352402,0.009466350034799275,0.06761053656421934,0.012893110710846641,0.04044857229306692,0.01108513821665295,0,0,12,-1.0,-1.0,-1.0,5920.818879556313,44037.13906510422,-1.0,-1.0,-1.0,0.01,-0.0,0.01,8.9695015,0.0,0.0,0.0,0.0,0.0,0.0
matched,1899,1899,0.573295,0.057320,0.571378,-0.046849,0.034915,-0.045459,289.2515674637,-33.5296337860,0.536463,-0.001390,0.20,https://relics.stsci.edu/HST/plckg004-19/final_processing/catalogs/IR_detection/PhotoZ/html/1933.html,plckg004-19,1933,5.68,26.29,0.074,0.87,289.2513887,-33.5296334,5.43,4.98,5.90,5.42,5.94,5.01,6.14,5.81,3447.393,2149.684,0.194,28,29.1447,0.9578,99,29.1773,26.8776,0.1583,26.1787,0.1238,26.2483,0.2047,26.115,0.1568,26.1635,0.1115,1899,289.2515790982601,-33.52964641351889,0.14555669913473063,0.007071766504194882,0.22110011111504488,0.008025603492876131,0.19496592809257154,0.00813800443756443,0.1819218188951748,0.006729382147881446,0.17315404877646098,0.007571218460364467,0.10074732489332301,0.005045369337889315,0.09477843694087644,0.005543276078459488,0.08842329903593771,0.00481104133415975,0.08008780339786974,0.006058013924836603,0.0687971534391124,0.005063728380175228,0.0064838476184067035,0.007928298168221014,0.07329949495485179,0.010735686844020159,0.1609276194329062,0.008065195522805017,0.24120575681608594,0.008931479460263174,0.19130906791281024,0.00908471469255693,0.2007761712679883,0.007592300813081126,0.1830161673928199,0.008488061408951461,0.10995220714104564,0.005560797247587889,0.10598990313278242,0.006202903587863721,0.09414310265977825,0.005344597267747521,0.08370142272793471,0.0068346566076326045,0.07650216338616074,0.00584583460874398,0.003294650330965507,0.009359785824161708,0.07988582691845166,0.012909599970225666,0.1630454951697181,0.009519014926715828,0.23546625064376603,0.010506421155458039,0.15704884016566587,0.010691426174166982,0.20048151411958415,0.008955085287241473,0.17264813642838256,0.009914521822018546,0.1104977526763243,0.00647866413647766,0.10840993850092506,0.007267117029664579,0.0911611245183913,0.006231799157967293,0.07365661556948147,0.008021939671774359,0.07510641264721417,0.007014123527360678,0,0,12,6.1930017,27.112444,0.0069525386,5920.818879556313,44037.13906510422,6.1930017,27.112444,0.0069525386,6.1703205,0.0072123315,6.1703205,27.18044,6.0081162,6.1009088,6.1925535,6.2799892,6.3648295,0.0
matched,4260,4260,0.541532,0.035424,0.540475,0.033806,0.004012,0.035196,289.2558266379,-33.5171145860,0.536463,-0.001390,0.20,https://relics.stsci.edu/HST/plckg004-19/final_processing/catalogs/IR_detection/PhotoZ/html/782.html,plckg004-19,782,5.79,26.31,0.050,0.00,289.2556479,-33.5171142,5.64,0.85,5.91,5.63,5.95,0.93,6.14,5.87,3234.470,2900.873,0.320,30,28.1892,0.5194,29.2072,0.7753,27.0516,0.1834,26.3169,0.1368,26.6844,0.2963,26.1308,0.1564,26.7031,0.1778,4260,289.25582797470554,-33.517104809427465,0.06588801027513615,0.008699703098744776,0.11843216085681149,0.009969337564017099,0.11989789907516299,0.010219771230851528,0.12714828871530987,0.008140120368872171,0.13638488116568717,0.009631156599104776,0.12477938693864964,0.007063299462164718,0.1178461715488947,0.00803205656120609,0.07579901112419454,0.006246735497716328,0.054911431459280596,0.008147947101550672,0.05273105337596175,0.007050489522665306,0.00881960118986977,0.011312839948452832,0.061295422396109384,0.015038707734551085,0.06631694272184258,0.007839168582869703,0.12429912823713543,0.008896095496585156,0.11991491409263418,0.00911961689092374,0.12724657602398376,0.0072495480119363345,0.13661823561110822,0.008508999823875471,0.12997075145233883,0.006154332958356302,0.12066120271535169,0.006913064436252152,0.07642412362425463,0.005507616442715521,0.052978285011322165,0.007218888917588953,0.05344860662481459,0.006281583352618878,0.013146675482729752,0.010322710059837004,0.06549082330695508,0.014094377597415969,0.06777987682742267,0.008246500452664896,0.12929994387423518,0.009217165763557652,0.11747300771250195,0.009443295305114114,0.12742198351058187,0.007545138180178928,0.1361289918894091,0.008791837159165995,0.13418096198648205,0.006275306654899762,0.12227284294948376,0.00694336246187039,0.07473297139733213,0.005628692789516303,0.05206322201535987,0.007423743183864805,0.05417505731018765,0.006471526249595674,0,0,12,0.34722152,13.302822,0.04329654,5920.818879556313,44037.13906510422,0.34722152,13.302822,0.04329654,0.34979177,0.043268852,0.34979177,13.29734,0.26932055,0.31357393,0.3487412,0.3882667,0.45009115,0.0
matched,3720,3720,0.531357,0.012711,0.531259,0.010208,-0.005204,0.011597,289.2691292442,-33.5201841860,0.536463,-0.001390,0.20,https://relics.stsci.edu/HST/plckg004-19/final_processing/catalogs/IR_detection/PhotoZ/html/1094.html,plckg004-19,1094,5.51,26.41,0.048,0.85,289.2689505,-33.5201838,5.47,4.61,5.87,5.47,5.55,4.56,6.09,5.45,2569.027,2716.748,0.196,21,99,28.7009,29.6088,1.0017,27.0549,0.1865,26.4781,0.1341,26.2082,0.1735,26.3581,0.1623,26.5409,0.1328,3720,289.2691275103005,-33.52018096453428,0.09662147032061394,0.010917706756511323,0.15893577092027258,0.010535542767265163,0.17915392632559415,0.010845251115946515,0.14256290583193024,0.009297712779834344,0.13347458337311593,0.010299489306461664,0.08012255017984264,0.005236216909831925,0.060110520385580506,0.005603254288040016,0.06224130214131304,0.004707259320810804,0.06245343913850903,0.0059196934504283745,0.04762086094351505,0.004982854692032679,0.004883947056367892,0.009434131066311432,0.08545471155200222,0.013226027891282416,0.10282200261020656,0.012233087292934234,0.17899415332071833,0.01223509108006473,0.201874795590806,0.01255216736195674,0.1457378201171345,0.010568227557523586,0.1437435798876854,0.011980206608129743,0.08770730109165678,0.006098698464845308,0.06236237198270764,0.006591174133275003,0.06465440247160324,0.005617115640544339,0.07147817196545944,0.007113480132372601,0.053894188551814756,0.006062364275602489,0.0025067891295362807,0.011648156220874674,0.0843629381622912,0.016125588065277915,0.09835517998305728,0.01483307336685733,0.18817717741227102,0.015453853378663823,0.21185449576754675,0.015795363055896974,0.13212032735218213,0.01299608600680067,0.14192915907830891,0.0149895260349171,0.08972700615316395,0.007565429396764359,0.05965505810435964,0.008307753287956356,0.06066891956126345,0.0070358766506168815,0.07812487616979821,0.009009249497559506,0.05126105357129005,0.007690334874939532,0,0,12,-1.0,-1.0,-1.0,5920.818879556313,44037.13906510422,-1.0,-1.0,-1.0,0.01,-0.0,0.01,37.408955,0.0,0.0,0.0,0.0,0.0,0.0
matched,781,781,0.572193,0.040222,0.571823,-0.020559,0.035360,-0.019170,289.2560712780,-33.5365464860,0.536463,-0.001390,0.20,https://relics.stsci.edu/HST/plckg004-19/final_processing/catalogs/IR_detection/PhotoZ/html/2416.html,plckg004-19,2416,6.07,26.50,0.075,0.85,289.2558925,-33.5365461,1.04,0.63,6.41,6.05,6.07,0.27,6.72,5.99,3222.071,1734.960,0.247,25,99,28.815,28.568,0.47,28.0131,0.3758,26.5015,0.1588,26.4306,0.237,26.3275,0.1833,26.354,0.1303,781,289.25608306194135,-33.536551810939855,0.0635329541498288,0.006069673780090255,0.1629657475262529,0.007149677443986558,0.15443485502011056,0.007208366418305443,0.14251434405181626,0.005921162575642569,0.14802035419567705,0.006900470008815306,0.08271644031611404,0.004658227366680252,0.07894572053914385,0.0057648498827777145,0.10679967209359455,0.004589435926603649,0.08596070680851794,0.005564916709987196,0.07258650224366729,0.004559171477713444,0.006342561754211302,0.007204059596765452,0.035159788159198804,0.009153835981866927,0.07187743472539712,0.007045731055046963,0.17605224451101373,0.008006699748833343,0.1679014018870664,0.008220617492489566,0.15194435617603394,0.006702981274629906,0.15875709726244425,0.0077707648461460945,0.08944996513548574,0.00536073584845117,0.08900226155796127,0.006264358104599844,0.11609506223842228,0.005154745481045118,0.08939928961714429,0.006417005028292229,0.07429607284467808,0.0053465189111732625,0.01201129108509617,0.008557746720225667,0.03246097938396414,0.010873890305236545,0.07637947804257558,0.00866912216636876,0.17609725948268853,0.009696428067234057,0.1669871654348509,0.010040774028959509,0.14732114752931796,0.008138823927473664,0.15720116587733476,0.009416891075266848,0.08772473480217145,0.006389899786153161,0.09018011964506628,0.00728031554499186,0.11392808055040989,0.006087578659471332,0.0816763406014837,0.007695230875449176,0.0741461156692302,0.006493732002335042,0,0,12,6.665796,36.03781,0.0052894726,5920.818879556313,44037.13906510422,6.665796,36.03781,0.0052894726,6.613708,0.005847479,6.690227,35.99036,6.473608,6.566389,6.6553574,6.7286043,6.7928963,0.0
matched,4006,4006,0.544271,0.011964,0.544216,0.007722,0.007753,0.009112,289.2875532412,-33.5187186860,0.536463,-0.001390,0.20,https://relics.stsci.edu/HST/plckg004-19/final_processing/catalogs/IR_detection/PhotoZ/html/952.html,plckg004-19,952,6.02,26.60,0.082,0.76,289.2873745,-33.5187183,5.91,5.18,6.28,5.88,6.12,1.28,6.53,6.09,1647.418,2804.609,0.208,16,29.2156,0.8936,29.723,0.9582,27.7212,0.273,26.4551,0.1308,26.7275,0.2637,27.4208,0.377,27.0469,0.2025,4006,289.2875558244061,-33.518716154973596,0.080504047259849,0.007689703447130069,0.13016545609601318,0.008328874396524178,0.13236223361343327,0.008286293725120509,0.1098325294825343,0.006940185318886733,0.10846274970139687,0.0077845408951983325,0.06670024798970677,0.005244821028044649,0.06072270741278429,0.005931724283311505,0.060740615204577436,0.00494971242744033,0.04753427001675295,0.006304753056450519,0.03210241421869131,0.005490545126630894,0.016573300927603816,0.00926795326001032,0.04604585610442743,0.012155507852860238,0.08739681118885967,0.009065129034783686,0.1454296144729983,0.009955361215511948,0.1440704883223547,0.009758910707354,0.12407619952470773,0.00814666063451108,0.11522452826660079,0.00912412787037658,0.07271369721731683,0.0060493315701248915,0.06128965341668461,0.0068003319218299775,0.06677333225067968,0.005742997837188947,0.057224445338371066,0.007500530502223626,0.02727896400826915,0.0065565789520810585,0.016119136330004946,0.011176361636664434,0.04975675542020617,0.014538534508620799,0.07905906419679405,0.01053746900970184,0.13992513957708738,0.011592697951041907,0.1367919725887542,0.011396657676025046,0.12601346009433897,0.009550844031374295,0.1042377995806309,0.010667283177555126,0.07226386712838373,0.007023999328783666,0.0536116555793138,0.007836856000076664,0.0653869925045925,0.0066251162678861745,0.062395915301984475,0.008796370443661094,0.02331580772152041,0.007732125964660308,0,0,12,-1.0,-1.0,-1.0,5920.818879556313,44037.13906510422,-1.0,-1.0,-1.0,0.01,-0.0,0.01,17.98613,0.0,0.0,0.0,0.0,0.0,0.0
matched,327,327,0.544314,0.025392,0.543706,-0.025726,0.007243,-0.024337,289.2649136846,-33.5397068860,0.536463,-0.001390,0.20,https://relics.stsci.edu/HST/plckg004-19/final_processing/catalogs/IR_detection/PhotoZ/html/2543.html,plckg004-19,2543,6.18,26.61,0.055,0.81,289.2647349,-33.5397065,6.17,0.94,6.91,6.16,6.19,1.03,7.34,6.09,2779.835,1545.378,0.210,21,30.882,2.138,29.7441,0.9761,28.3243,0.4406,26.6299,0.1632,26.4787,0.2377,26.3907,0.1795,26.4921,0.1403,327,289.2649160984163,-33.5397136462495,0.07592775584784538,0.007215102373186595,0.17027444336902042,0.008370192235600602,0.15390368229804785,0.008474149897854102,0.1464795038639442,0.007125917561850056,0.14068374118546914,0.00800576091413975,0.0847554277359614,0.005061364656470827,0.07755256003490779,0.005537635816709615,0.08364391074114223,0.004743828313926569,0.0788699691361334,0.005939374159223658,0.05734616090702704,0.005030756663204445,-0.0033198364926914905,0.00870444614962614,0.0217543126254784,0.011320884041572015,0.07450192661929718,0.008005636027245785,0.17582921222458323,0.009058837575697259,0.15497577260905368,0.009209036117327984,0.15894271787630487,0.0077974146950918945,0.14833090121212397,0.00873526201179956,0.09039468330877795,0.005554406613198727,0.08035431525331904,0.006020300344301786,0.08920599324629026,0.005226107121392324,0.08176887074535487,0.006674098059750208,0.06132937221082582,0.005717349169163007,0.002266711929295242,0.010058096773886322,0.028801401995784553,0.012957488991494818,0.06906133881085884,0.009701283693283968,0.17140160597982798,0.010841918805821351,0.14945078841824555,0.011004108087090927,0.16512157709307249,0.009298111185008666,0.1487111548163121,0.010417812872939095,0.09089931677797655,0.006618002335187797,0.07930083601770409,0.0072276787920051225,0.0901662164705803,0.006250153121241594,0.08233991146965372,0.00813553059103681,0.05683418327589244,0.0069714178797161816,0,0,12,6.5924435,19.585003,0.0054240758,5920.818879556313,44037.13906510422,6.5924435,19.585003,0.0054240758,6.613708,0.0060012033,6.613708,19.657167,6.4119277,6.505268,6.588587,6.6682267,6.7488036,0.0
