high_z_candidate,match_status,relics_match_id,nearest_relics_id,raw_separation_arcsec,corrected_separation_arcsec,raw_delta_ra_arcsec,raw_delta_dec_arcsec,corrected_delta_ra_arcsec,corrected_delta_dec_arcsec,ra_offset_arcsec,dec_offset_arcsec,match_radius_arcsec,selection_min_z_phot,selection_min_z025,selection_min_z500,selection_max_z_phot_risk,selection_min_nusefilt,jwst_id,jwst_ra,jwst_dec,jwst_f090w_tot_1,jwst_f090w_etot_1,jwst_f115w_tot_1,jwst_f115w_etot_1,jwst_f150w_tot_1,jwst_f150w_etot_1,jwst_f200w_tot_1,jwst_f200w_etot_1,jwst_f210m_tot_1,jwst_f210m_etot_1,jwst_f277w_tot_1,jwst_f277w_etot_1,jwst_f300m_tot_1,jwst_f300m_etot_1,jwst_f356w_tot_1,jwst_f356w_etot_1,jwst_f410m_tot_1,jwst_f410m_etot_1,jwst_f444w_tot_1,jwst_f444w_etot_1,jwst_f606w_tot_1,jwst_f606w_etot_1,jwst_f814w_tot_1,jwst_f814w_etot_1,jwst_f090w_tot_2,jwst_f090w_etot_2,jwst_f115w_tot_2,jwst_f115w_etot_2,jwst_f150w_tot_2,jwst_f150w_etot_2,jwst_f200w_tot_2,jwst_f200w_etot_2,jwst_f210m_tot_2,jwst_f210m_etot_2,jwst_f277w_tot_2,jwst_f277w_etot_2,jwst_f300m_tot_2,jwst_f300m_etot_2,jwst_f356w_tot_2,jwst_f356w_etot_2,jwst_f410m_tot_2,jwst_f410m_etot_2,jwst_f444w_tot_2,jwst_f444w_etot_2,jwst_f606w_tot_2,jwst_f606w_etot_2,jwst_f814w_tot_2,jwst_f814w_etot_2,jwst_f090w_tot_3,jwst_f090w_etot_3,jwst_f115w_tot_3,jwst_f115w_etot_3,jwst_f150w_tot_3,jwst_f150w_etot_3,jwst_f200w_tot_3,jwst_f200w_etot_3,jwst_f210m_tot_3,jwst_f210m_etot_3,jwst_f277w_tot_3,jwst_f277w_etot_3,jwst_f300m_tot_3,jwst_f300m_etot_3,jwst_f356w_tot_3,jwst_f356w_etot_3,jwst_f410m_tot_3,jwst_f410m_etot_3,jwst_f444w_tot_3,jwst_f444w_etot_3,jwst_flag_bcg,jwst_flag_star,jwst_nusefilt,jwst_z_ml,jwst_z_ml_chi2,jwst_z_ml_risk,jwst_lc_min,jwst_lc_max,jwst_z_phot,jwst_z_phot_chi2,jwst_z_phot_risk,jwst_z_min_risk,jwst_min_risk,jwst_z_raw_chi2,jwst_raw_chi2,jwst_z025,jwst_z160,jwst_z500,jwst_z840,jwst_z975,jwst_Separation,relics_id,relics_RA,relics_Dec,relics_x,relics_y,relics_fwhm,relics_area,relics_stel,relics_ell,relics_theta,relics_nf5sig,relics_nfobs,relics_f435w_mag,relics_f435w_magerr,relics_f435w_flux,relics_f435w_fluxerr,relics_f435w_fluxnJy,relics_f435w_fluxnJyerr,relics_f435w_sig,relics_f606w_mag,relics_f606w_magerr,relics_f606w_flux,relics_f606w_fluxerr,relics_f606w_fluxnJy,relics_f606w_fluxnJyerr,relics_f606w_sig,relics_f814w_mag,relics_f814w_magerr,relics_f814w_flux,relics_f814w_fluxerr,relics_f814w_fluxnJy,relics_f814w_fluxnJyerr,relics_f814w_sig,relics_f105w_mag,relics_f105w_magerr,relics_f105w_flux,relics_f105w_fluxerr,relics_f105w_fluxnJy,relics_f105w_fluxnJyerr,relics_f105w_sig,relics_f125w_mag,relics_f125w_magerr,relics_f125w_flux,relics_f125w_fluxerr,relics_f125w_fluxnJy,relics_f125w_fluxnJyerr,relics_f125w_sig,relics_f140w_mag,relics_f140w_magerr,relics_f140w_flux,relics_f140w_fluxerr,relics_f140w_fluxnJy,relics_f140w_fluxnJyerr,relics_f140w_sig,relics_f160w_mag,relics_f160w_magerr,relics_f160w_flux,relics_f160w_fluxerr,relics_f160w_fluxnJy,relics_f160w_fluxnJyerr,relics_f160w_sig,relics_bright_mag,relics_bright_magerr,relics_zb,relics_zbmin,relics_zbmax,relics_tb,relics_odds,relics_chisq,relics_chisq2,relics_M0,relics_zml,relics_tml
1,unmatched,,2067,7.459457,7.226813,3.435528,-6.621228,2.899065,-6.619838,0.536463,-0.001390,0.20,6.00,4.50,6.00,0.20,10,1106,289.2877346634423,-33.53465242989259,-0.008149797296736986,0.024104269828900366,-0.028610203456179095,0.026092188199389518,-0.05135963411479878,0.026018306878878808,0.04278031230557506,0.021726131083683535,-0.08536313365992564,0.025019036960334303,0.09403154749362166,0.01558362002297414,0.036213925464342975,0.01792846671969268,0.06106965044628197,0.014188150463665722,0.021076092313924693,0.019023230273904065,0.04501027981566159,0.016450785595710185,0.07693373776903205,0.031159409680412826,-0.39467614837848275,0.04075423774888935,-0.023864717487877045,0.021531564459198488,-0.031801481718126,0.023010462800516072,-0.05990849410632026,0.02339107017462255,0.024764348944581613,0.019462935199312557,-0.10994045206987874,0.022403399865535443,0.11265226376076425,0.01370839159850544,0.03971662055524583,0.015896049386956042,0.053998463295161746,0.0125190073088687,0.021497114898850013,0.016900144393938336,0.03790720893575651,0.014585186878447622,0.08443504707872437,0.027191694456499212,-0.47978843692088186,0.036048015612517186,-0.03656300236951606,0.02044467209299795,-0.025810228886751364,0.021657783910677474,-0.06879628972245959,0.0222663869685544,-0.021253168153081765,0.01856228545528753,-0.13107288867323183,0.02134417536438973,0.13220429492270028,0.012935163548742593,0.04392502938921213,0.014874362142263564,0.04260485958747921,0.011790763195577935,0.006776853084852372,0.01595886702439512,0.0362656711480155,0.013862099068463135,0,0,12,17.04394,125.508385,0.1163507,5920.818879556313,44037.13906510422,17.04394,125.508385,0.1163507,17.7267,0.07541224,16.992416,125.471634,16.47459,16.959473,17.777401,18.718119,19.652456,0.0,2067,289.2865898,-33.5328132,1686.805,1958.919,0.588,387,0.03,0.454,-30.4,6,7,27.7637,0.9227,0.1447,0.1938,28.4795,38.1434,0.75,24.6853,0.0571,5.3083,0.2867,485.1668,26.2043,18.51,23.1173,0.0179,13.5141,0.2242,2056.2059,34.1095,60.28,22.5625,0.0259,30.3780,0.7334,3427.6850,82.7545,41.42,22.2422,0.0362,39.3776,1.3362,4603.9485,156.2220,29.47,22.1665,0.0279,51.8022,1.3491,4936.1631,128.5506,38.40,22.0607,0.0193,35.8301,0.6412,5441.5888,97.3746,55.88,22.0803,26.4289,0.668,0.586,0.714,4.00,0.948,1.293,0.200,23.1170,0.69,4.00
1,unmatched,,2312,0.727498,0.933789,-0.049301,0.725826,-0.585764,0.727216,0.536463,-0.001390,0.20,6.00,4.50,6.00,0.20,10,1109,289.25140407072416,-33.53465908176471,0.07402370519357053,0.01785703195367281,0.1413187392673999,0.02109974440213476,0.13384819894063815,0.020216023119599167,0.10456045090664795,0.016574677102672665,0.10100224516237043,0.01894132212622315,0.07297397162255066,0.012678208382194665,0.06613522287814667,0.013627574461505617,0.05106743872636937,0.011429593880610921,0.06440322193348146,0.015093455711818981,0.057716367177074845,0.013031268110028946,-0.003928613460666281,0.021777239556698896,0.05766925810169227,0.030332844279421328,0.08334501174471926,0.01767539779227221,0.1562584821207545,0.020473210711110794,0.13662670963129075,0.0200459706021835,0.09691126443736228,0.01631832093368191,0.11387490390477714,0.018653645719160696,0.07499564367663365,0.012397586579128215,0.060316942518144644,0.013506782809378538,0.05173495532093235,0.01122824814515042,0.06301304778822765,0.01499855634057176,0.07080116899690679,0.013007791502933061,0.0034130120857763123,0.021822401511356858,0.06930402195277677,0.029399935245660525,0.09622317460133398,0.017574707557079874,0.16926951685252226,0.0200438658232232,0.13452574586118057,0.01993251808058477,0.08740042782386334,0.0161485389094462,0.11633244403169675,0.018503888407328955,0.07356796605049332,0.012113820474966534,0.051721399993873415,0.013302836543458698,0.05245727181581455,0.011094746873876505,0.05197450793432575,0.014795999244188597,0.07858352432174488,0.012890694135596105,0,0,12,6.397434,4.652198,0.09330407,5920.818879556313,44037.13906510422,6.397434,4.652198,0.09330407,6.2423835,0.08493538,6.388689,4.655169,5.272423,5.9303107,6.3066945,6.5599523,6.758514,0.0,2312,289.2514205,-33.5348607,3445.745,1836.049,0.970,48,0.00,0.427,-5.4,1,7,28.9906,1.1042,0.0467,0.0825,9.1995,16.2356,0.57,27.6033,0.3160,0.3612,0.1220,33.0129,11.1529,2.96,26.9922,0.2397,0.3809,0.0941,57.9584,14.3158,4.05,26.3996,0.2091,0.8865,0.1883,100.0329,21.2494,4.71,27.0529,0.5385,0.4688,0.3010,54.8084,35.1936,1.56,26.5793,0.3231,0.8897,0.3084,84.7807,29.3837,2.89,26.1864,0.1628,0.8016,0.1297,121.7419,19.6907,6.18,26.3780,28.1643,0.577,0.238,4.346,7.50,0.122,0.392,0.550,26.9920,0.56,7.50
1,unmatched,,2292,1.268528,1.616400,-0.669930,-1.077199,-1.206393,-1.075809,0.536463,-0.001390,0.20,6.00,4.50,6.00,0.20,10,1110,289.2828922490047,-33.53462972191164,-0.03155678872088088,0.049795807424427366,-0.007892422602465251,0.05312377440131173,0.026894539959257065,0.05648429867583657,0.031638632354644494,0.045665292224930897,-0.022063876842234324,0.05753565095068609,0.19060788266260273,0.0340740686616721,0.1987651823946239,0.03802809664260718,0.11427715669048057,0.030976223846885073,0.0904119828191977,0.042344285834532605,0.05160551995960818,0.03521436010565578,0.024513422691914265,0.06327438478210613,0.050649479846597734,0.07969073763091522,-0.053826616866650794,0.04321176012669203,-9.780631985456779E-4,0.04635189329225943,-0.009001426339207653,0.048593448280362654,0.04052060665983903,0.03964207889415698,-0.004120336624707781,0.048512512310904886,0.20644267042979106,0.02986450884555959,0.1926294044026849,0.033403650356863754,0.10920341187172362,0.027358296490588626,0.1119251237051624,0.03729395576621012,0.045805261282083676,0.031195400086899524,0.019606215625396176,0.05544503329218893,0.026610464815521682,0.06901075697032588,-0.06654304809057221,0.040086685876617165,-0.0017090635421283713,0.043347405511248174,-0.031516139344285043,0.04497905692572476,0.05373235116349412,0.03694945516066985,0.027183574651985974,0.04456011364811469,0.22103445439795427,0.02763993241672869,0.1939818664242291,0.030883069622126547,0.09641414542219857,0.025296733089748877,0.08257252031210877,0.034201133263752265,0.04011221053169415,0.029063696199983682,0,0,12,16.828585,6.03227,0.15605998,5920.818879556313,44037.13906510422,16.828585,6.03227,0.15605998,17.540367,0.11767368,16.813389,6.0312953,15.826432,16.596525,17.604717,18.822233,19.8756,0.0,2292,289.2831155,-33.5343305,1860.580,1867.906,0.380,11,0.15,0.220,33.2,0,7,29.5451,0.8887,0.0280,0.0355,5.5202,6.9949,0.79,28.8005,0.3931,0.1199,0.0523,10.9597,4.7819,2.29,27.9772,0.2487,0.1538,0.0396,23.3949,6.0233,3.88,27.4121,0.2174,0.3489,0.0773,39.3679,8.7265,4.51,29.2635,1.1960,0.0612,0.1229,7.1548,14.3736,0.50,28.1187,0.4908,0.2155,0.1232,20.5361,11.7380,1.75,27.6325,0.2429,0.2116,0.0530,32.1378,8.0560,3.99,27.6842,29.0479,0.596,0.230,4.969,8.80,0.115,0.824,1.207,27.9770,0.57,8.70
1,matched,2300,2300,0.513297,0.029038,0.512965,-0.018450,-0.023498,-0.017060,0.536463,-0.001390,0.20,6.00,4.50,6.00,0.20,10,1123,289.2590668433229,-33.53458562509161,0.9294961066476044,0.011447700602805234,1.3465428533756247,0.013598688772945117,1.4264172793233256,0.013287386996578734,1.1711671301134698,0.010358447030113177,1.157858331589171,0.012113592077127377,0.676962743989321,0.008362229699813593,0.5975658709295482,0.009373069157043067,0.5499953078421683,0.006961469099212366,0.4874150481717474,0.008128453968777241,0.3829598972387773,0.006082020115717642,0.14652384976449437,0.008526636388164085,0.5572816979043034,0.014200734238084805,1.0087587715785071,0.01085690470333122,1.4524593560747745,0.012576286465355977,1.5401678758554436,0.012572113998976986,1.2661451668699175,0.010086091815370873,1.2468168334437546,0.011650635220622513,0.7319295095200534,0.008114635634585051,0.6415354185041349,0.009132603852239934,0.5919954620198936,0.006950139680807873,0.5200399514490063,0.008496514941148848,0.4176524416134811,0.0066251006135582624,0.17623393514095023,0.00980292719828245,0.6776683529898869,0.015249979336983419,1.0002874445036567,0.011500324666652543,1.433514404090242,0.013128595048760175,1.5198499278296047,0.01320629771001283,1.2483348239400573,0.010749761195792228,1.2226456567678001,0.012282976873987895,0.7230901597791497,0.008561432656432014,0.6327566559242932,0.009645131962526393,0.582093827930203,0.007464241650632286,0.5059721344097718,0.009338700913775146,0.4163980889998169,0.0075015825523735286,0,0,12,6.05126,96.92226,0.0067962324,5920.818879556313,44037.13906510422,6.05126,96.92226,0.0067962324,6.0283384,0.0070466707,6.0283384,96.94884,5.826318,5.979445,6.054134,6.1271334,6.1933603,0.0,2300,289.2588959,-33.5345805,3071.880,1852.915,0.194,83,0.98,0.036,-26.1,6,7,27.3301,0.3980,0.2157,0.0955,42.4564,18.8007,2.26,25.9117,0.0860,1.7155,0.1414,156.7884,12.9214,12.13,24.4718,0.0310,3.8813,0.1122,590.5583,17.0786,34.58,24.0997,0.0361,7.3738,0.2493,832.0185,28.1302,29.58,24.1842,0.0647,6.5835,0.4045,769.7257,47.2922,16.28,23.9407,0.0421,10.1085,0.4001,963.2268,38.1255,25.26,23.8631,0.0267,6.8123,0.1697,1034.5976,25.7697,40.15,23.8905,27.8722,4.560,4.468,4.657,7.80,1.000,1.903,0.468,24.4720,4.57,7.80
1,unmatched,,2067,7.012347,6.728590,3.887186,-5.836334,3.350723,-5.834944,0.536463,-0.001390,0.20,6.00,4.50,6.00,0.20,10,1140,289.2878851736407,-33.53443440390651,0.022306849640401923,0.017641103236760252,0.012758821243161918,0.01881069948776549,-0.02612611200274807,0.019606174494359602,-0.25616669762597466,0.017020943581261293,0.012455654623026405,0.01953847124223158,0.06545441639662296,0.011366863138831325,0.025306613340430464,0.012386749101150745,0.06585041912593732,0.010470503962716921,-0.027828602461369468,0.01357588425882485,0.014052589368088005,0.011838638422614177,0.04818728099559191,0.02263722213996534,0.04092043055258818,0.0311775867985775,0.02532012432465955,0.014171444251981507,0.02040311651965317,0.015302322795826736,-0.021511516272682683,0.01571526937738762,-0.3065561856551,0.013342546379089267,0.004599020903239793,0.015614999993421634,0.06959238210386325,0.009100386446683654,0.03769560134892123,0.009952376898803612,0.06490202979374411,0.00832791033397816,-0.040892877361369186,0.010858561503913027,0.008488580392984918,0.00945428555723426,0.053835799647474404,0.01784633466498747,0.001128546809749129,0.024372457618210507,0.03152237247938311,0.013387753106417937,0.030176920900810852,0.014436728813502133,-0.01665316800458871,0.014924147102238357,-0.3683707023538354,0.012435345847380527,-0.0033793670932446987,0.014673591023811723,0.07402014295233698,0.008662930529099222,0.0526888200307665,0.009573487933752995,0.0639631437933143,0.007947212726865242,-0.05110327398338184,0.010476862941302572,0.0021705248299979207,0.009035123836988939,0,0,12,17.43935,267.50223,0.08212772,5920.818879556313,44037.13906510422,17.43935,267.50223,0.08212772,17.914907,0.05630037,17.355886,267.50146,16.96545,17.308958,17.977352,18.820753,19.77321,0.0,2067,289.2865898,-33.5328132,1686.805,1958.919,0.588,387,0.03,0.454,-30.4,6,7,27.7637,0.9227,0.1447,0.1938,28.4795,38.1434,0.75,24.6853,0.0571,5.3083,0.2867,485.1668,26.2043,18.51,23.1173,0.0179,13.5141,0.2242,2056.2059,34.1095,60.28,22.5625,0.0259,30.3780,0.7334,3427.6850,82.7545,41.42,22.2422,0.0362,39.3776,1.3362,4603.9485,156.2220,29.47,22.1665,0.0279,51.8022,1.3491,4936.1631,128.5506,38.40,22.0607,0.0193,35.8301,0.6412,5441.5888,97.3746,55.88,22.0803,26.4289,0.668,0.586,0.714,4.00,0.948,1.293,0.200,23.1170,0.69,4.00
1,unmatched,,2067,6.999563,6.695795,4.131032,-5.650527,3.594569,-5.649137,0.536463,-0.001390,0.20,6.00,4.50,6.00,0.20,10,1141,289.28796643298347,-33.53438279069449,0.01587074253015019,0.03053012439885945,0.0922342613470175,0.03315737898191386,0.011391739880948217,0.034442870342095054,-0.2879812308250211,0.026956032696633,0.04839938968619362,0.03485854737020851,0.11595867971797318,0.01924573572020316,0.04887174914736823,0.020832678768270874,0.058455875721111716,0.017784229618775866,-0.030842921585375143,0.022972493877896367,0.03437126114755239,0.019877478349440307,0.17065950952057962,0.03913260863409368,0.1519759342459452,0.05223081922360673,0.027989500534468904,0.02353150880722824,0.11237813157794216,0.02529051293074999,0.016861102582127016,0.026255152326215274,-0.34360612885660613,0.020960539463062193,0.049126728477382045,0.02637518109856444,0.1374655416746947,0.015015264403733342,0.06874450975147774,0.01643349791463888,0.05596331715266375,0.013873399308853363,-0.0465408998956459,0.018088754296661454,0.025388651758347123,0.015519595949503303,0.1709683450829069,0.029638098221161105,0.16978952106132225,0.03913291674897756,0.03984642813409118,0.01897886084569194,0.12249899493082012,0.020599981249929445,0.02269078761267258,0.021132960835005737,-0.37043677128121744,0.01715230685497048,0.04694352729258762,0.02097896098645737,0.15102497068437357,0.012343811561999646,0.08767511816830635,0.013474184444210996,0.051733273861829604,0.011209427273677273,-0.058209873688551024,0.014885566057174277,0.01385518078435275,0.012674651630166595,0,0,12,17.42528,154.3121,0.07964753,5920.818879556313,44037.13906510422,17.42528,154.3121,0.07964753,17.914907,0.057901554,17.355886,154.30605,16.82449,17.238857,17.92651,18.757694,19.690363,0.0,2067,289.2865898,-33.5328132,1686.805,1958.919,0.588,387,0.03,0.454,-30.4,6,7,27.7637,0.9227,0.1447,0.1938,28.4795,38.1434,0.75,24.6853,0.0571,5.3083,0.2867,485.1668,26.2043,18.51,23.1173,0.0179,13.5141,0.2242,2056.2059,34.1095,60.28,22.5625,0.0259,30.3780,0.7334,3427.6850,82.7545,41.42,22.2422,0.0362,39.3776,1.3362,4603.9485,156.2220,29.47,22.1665,0.0279,51.8022,1.3491,4936.1631,128.5506,38.40,22.0607,0.0193,35.8301,0.6412,5441.5888,97.3746,55.88,22.0803,26.4289,0.668,0.586,0.714,4.00,0.948,1.293,0.200,23.1170,0.69,4.00
1,matched,2278,2278,0.608175,0.072822,0.607988,-0.015077,0.071525,-0.013687,0.536463,-0.001390,0.20,6.00,4.50,6.00,0.20,10,1156,289.2625616130632,-33.536212388091904,1.8919778380278032,0.015608432296338057,3.3466752163776308,0.0224115033970728,3.4645306066709383,0.0209995603703716,3.0062323088804894,0.015919752864012284,3.0287981867285754,0.018944265207514698,1.806686641771614,0.012115188082791606,1.5698394014499624,0.014356469627998771,1.6142133881059557,0.010503863971963063,1.4789438959395518,0.011520573831360351,1.1454953785766755,0.008125358096262102,0.1395827066939361,0.008754797346625202,1.0647781982677376,0.017193544941335237,1.9996780720737835,0.013712729121771947,3.530076851502103,0.018928559945673502,3.6841134943097327,0.01826154078563358,3.1955629417900258,0.014168623695326307,3.209737926648906,0.016804065613156203,1.9434923664531831,0.011180298273681551,1.6794282215421188,0.013324285877399158,1.72987420529161,0.00989177137940631,1.6073262263927572,0.011348277094080194,1.2378774565787336,0.008302343250124055,0.16455813358902327,0.009787362401267074,1.2051012628741675,0.017163507768562344,1.9639495008774466,0.013843828746314941,3.449689678087147,0.018449177462225463,3.627211387635962,0.017986100062726457,3.1386575232260117,0.014050305077174485,3.12563327984672,0.016664863445684533,1.9368355624230165,0.011342773103156036,1.6528986530096168,0.01347160070671292,1.7100594489035597,0.010020865701662631,1.6011040060636157,0.011813346628020463,1.2318444647782845,0.008859492354243048,0,0,12,6.0561485,95.220055,0.0074281697,5920.818879556313,44037.13906510422,6.0561485,95.220055,0.0074281697,6.0283384,0.008125726,6.0283384,95.25453,5.8343086,5.9781313,6.0637307,6.1490355,6.213941,0.0,2278,289.2623590,-33.5362082,2898.671,1755.270,0.202,263,0.92,0.182,-47.6,7,7,25.6409,0.1601,1.0222,0.1624,201.2010,31.9601,6.30,24.7688,0.0512,4.9154,0.2374,449.2481,21.7000,20.70,23.4096,0.0194,10.3249,0.1863,1570.9658,28.3475,55.42,22.8225,0.0181,23.9098,0.4028,2697.8497,45.4473,59.36,22.5427,0.0230,29.8570,0.6382,3490.8164,74.6142,46.78,22.5554,0.0191,36.2085,0.6421,3450.2611,61.1839,56.39,22.5120,0.0130,23.6450,0.2850,3591.0081,43.2853,82.96,22.5251,27.3091,0.818,0.762,0.900,6.50,0.952,6.868,1.039,23.4100,0.82,6.50
1,matched,2276,2276,0.514824,0.026847,0.514547,-0.016895,-0.021916,-0.015505,0.536463,-0.001390,0.20,6.00,4.50,6.00,0.20,10,1160,289.26076397020597,-33.53445269313157,1.3689354331967587,0.012830964865199097,1.8944475766421052,0.015648579853624597,2.003869829742691,0.015063738245186987,1.6527356433079508,0.012327294986655387,1.608296519734236,0.01361067883569109,0.936915121487809,0.009337047865480569,0.811653832730832,0.010660217506264787,0.7532605812979077,0.007804176097333557,0.6616746582791946,0.008705723924942616,0.5328162779101395,0.006552417450441842,0.24707406313991395,0.009342143232170596,0.8299487722612643,0.014987858934581029,1.4748554187569827,0.011700338571120645,2.0460475073662128,0.013964041770748805,2.1647546739683974,0.013742873769971948,1.7880182150367963,0.011399761510914763,1.7333181485890086,0.012728434505197957,1.0118839617448698,0.008771431504914128,0.8758462665262957,0.009917292818300864,0.8104450974408433,0.007558133773286626,0.7205942368773931,0.00878025723592961,0.579685956093015,0.006963890905290453,0.310470868455287,0.010663779577177708,1.0356805036101955,0.015853519332545214,1.462552379166123,0.012055703938532739,2.035613679450683,0.014177387902066355,2.1436422237466806,0.01404511494910552,1.7763447423490042,0.011635163772880371,1.7102025637172145,0.013062193757514936,1.0023168056680805,0.009093065223414902,0.8676674297917044,0.010220365358236226,0.8000111945124971,0.00793890329367463,0.71033435013193,0.009444782388802921,0.5738390634997527,0.007740727476219498,0,0,12,6.0350294,102.59049,0.007259516,5920.818879556313,44037.13906510422,6.0350294,102.59049,0.007259516,6.0283384,0.0071364334,6.0283384,102.564476,5.7934985,5.951317,6.0321403,6.1013346,6.169487,0.0,2276,289.2605925,-33.5344480,2987.024,1860.873,0.223,221,0.90,0.269,2.8,6,7,99.0000,27.6672,-0.2986,0.1581,-58.7781,31.1271,-1.89,25.3103,0.0789,2.9850,0.2250,272.8159,20.5622,13.27,23.7894,0.0257,7.2775,0.1740,1107.2854,26.4778,41.82,23.2786,0.0243,15.7081,0.3556,1772.4076,40.1294,44.17,23.1643,0.0360,16.8416,0.5677,1969.0853,66.3796,29.66,23.1066,0.0283,21.7930,0.5761,2076.6271,54.8959,37.83,23.1147,0.0199,13.5720,0.2515,2061.2099,38.1951,53.97,23.1350,27.4450,4.637,4.560,4.742,7.60,0.988,5.960,1.444,23.7890,4.63,7.60
1,matched,2289,2289,0.581555,0.082366,0.576939,-0.073124,0.040476,-0.071734,0.536463,-0.001390,0.20,6.00,4.50,6.00,0.20,10,1163,289.2475786620281,-33.534387212312176,0.30815422062626274,0.015523257961965414,0.4791913641719841,0.018118667270243312,0.48684503515701655,0.018060629209934922,0.41096077686572136,0.014860479904296231,0.42509564242059605,0.017324976062122504,0.20146658687414992,0.01965355651743367,0.16568771360983384,0.031368951307004046,0.1590770508104911,0.026062621515465113,0.1663183966421777,0.02189851583118378,0.14572079236042862,0.017859182288672587,0.020212347775545165,0.011262031370644106,0.1602052355401761,0.01713724146516869,0.33933518174723426,0.015480864155943255,0.5142666855997097,0.01756091236043811,0.526599386299076,0.017670458851918966,0.4422746588927247,0.01463457352803571,0.4606750122305912,0.0170130868440886,0.21533220060933148,0.020740482401961493,0.17637487441994776,0.026830116453384484,0.15771605899134677,0.023001034838923774,0.1718415405191248,0.021172140650179437,0.14856495171256143,0.021689144284362083,0.03317747642150497,0.012206843652368996,0.21039984434910683,0.01827511262692678,0.33432272809052316,0.016889148691947898,0.5019903905931776,0.01892358125713665,0.5220572897605796,0.019086320709534806,0.42747430619369975,0.015736875778316096,0.4584042965611091,0.018268867677446853,0.23919312162980444,0.0324590741322386,0.18816297129688223,0.03838439262187435,0.150994634450113,0.023486768411948723,0.18262272747686362,0.026213280497618025,0.15088231314967696,0.04535121630883821,0,0,12,6.199243,49.151554,0.006338615,5920.818879556313,44037.13906510422,6.199243,49.151554,0.006338615,6.1703205,0.00679065,6.1703205,49.286236,6.0213046,6.1108,6.1981087,6.2814817,6.3618693,0.0,2289,289.2473864,-33.5343669,3647.509,1865.635,0.210,36,0.98,0.102,75.1,5,7,99.0000,28.7704,-0.0170,0.0572,-3.3476,11.2677,-0.30,28.0625,0.3372,0.2366,0.0862,21.6267,7.8757,2.75,26.0093,0.0826,0.9419,0.0744,143.3105,11.3278,12.65,25.4879,0.1030,2.0531,0.2044,231.6634,23.0595,10.05,25.4549,0.1567,2.0425,0.3170,238.8054,37.0668,6.44,25.5876,0.1415,2.2177,0.3088,211.3261,29.4207,7.18,25.4823,0.0901,1.5332,0.1327,232.8530,20.1463,11.56,25.5805,28.1395,5.066,4.704,5.657,9.10,0.593,0.218,0.291,26.0090,5.37,9.70
1,unmatched,,2235,0.656868,0.386445,0.530188,-0.387784,-0.006275,-0.386394,0.536463,-0.001390,0.20,6.00,4.50,6.00,0.20,10,1189,289.2703714822465,-33.534403217813285,7.407393853955521,0.03922921596890058,11.899035057497352,0.05647744910137431,12.030913037420008,0.04467073632491817,10.20630345695499,0.030199611298921375,10.35508178072839,0.0347135111559041,6.0172421779304175,0.021878672256118975,5.499010582646336,0.022873069427159567,5.386972756819594,0.01916289580236908,4.935883412585929,0.019501824123134056,3.8498779309965174,0.013163953893308563,0.006671114633754969,0.008205600798743998,0.0326578802717148,0.010897576934708192,7.933742907260966,0.03218618588195295,12.779884647538173,0.045866158172688215,12.947714330790621,0.03695899232907741,10.947863048338453,0.02586091321330842,11.127656405880852,0.02984627991186551,6.459137100866917,0.019182840530282547,5.912458787486651,0.02032838903764838,5.80910522169604,0.01742137049222419,5.342112565034631,0.018171346298599594,4.191993627048766,0.012595361635321448,0.017528681742788686,0.010038794713021573,0.09484451817898973,0.01286136721523473,7.826730255411886,0.030130470515828792,12.631434195307234,0.04255693129126964,12.81810375525903,0.03463413276660496,10.820718758466876,0.02447182545837144,11.003127872477526,0.028321593632303584,6.379101588504307,0.018511775972268742,5.844949255020228,0.01986542523084396,5.740813687043046,0.016935816094949336,5.272463180192553,0.017740591184815174,4.151234392409805,0.012549747526061028,0,0,12,6.942597,127.09093,0.0072179483,5920.818879556313,44037.13906510422,6.942597,127.09093,0.0072179483,6.9244294,0.0071841497,6.9244294,126.351204,6.880138,6.8992796,6.922743,6.955835,7.0144973,0.0,2235,289.2701948,-33.5342955,2506.784,1870.048,0.201,315,0.98,0.103,-72.5,6,7,27.3087,0.7253,0.2200,0.2091,43.3022,41.1540,1.05,24.3127,0.0427,7.4814,0.3002,683.7771,27.4358,24.92,22.1952,0.0085,31.5969,0.2493,4807.5617,37.9290,126.75,21.4775,0.0068,82.5167,0.5181,9310.7167,58.4558,159.28,21.3101,0.0096,92.9133,0.8252,10863.2425,96.4757,112.60,21.4076,0.0089,104.2147,0.8564,9930.4853,81.6067,121.69,21.3383,0.0059,69.6952,0.3799,10584.7425,57.6915,183.47,21.3198,26.4390,5.215,5.117,5.286,7.90,1.000,9.637,1.091,22.1950,5.24,8.00
